"astro-ph/0610425","David Merritt","David Merritt, Stefan Harfst, Gianfranco Bertone","Collisionally Regenerated Dark Matter Structures in Galactic Nuclei","11 pages, uses revtex4","Phys.Rev. D75 (2007) 043517","10.1103/PhysRevD.75.043517",,"astro-ph hep-ph",,"  We show that the presence of a rho~1/r^{3/2} dark matter overdensity can be
robustly predicted at the center of any galaxy old enough to have grown a
power-law density cusp in the stars via the Bahcall-Wolf mechanism. Using both
Fokker-Planck and direct N-body integrations, we demonstrate collisional
generation of these dark matter ""crests"" (Collisionally REgenerated
STtructures) even in the extreme case that the density of both stars and dark
matter were previously lowered by slingshot ejection from a binary supermassive
black hole. The time scale for collisional growth of the crest is approximately
the two-body relaxation time as defined by the stars, which is < 10 Gyr at the
centers of stellar spheroids with luminosities comparable to that of the Milky
Way bulge or less. The presence of crests can robustly be predicted in such
galaxies, unlike the steeper enhancements, called ""spikes,"" produced by the
adiabatic growth of black holes. We discuss special cases where the prospects
for detecting dark matter annihilations from the centers of galaxy haloes are
significantly affected by the formation of crests.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:07:36 GMT""}]","2009-11-11"
"cond-mat/0610432","Vakhtang Rostiashvili","A. Corsi, A. Milchev, V.G. Rostiashvili, T.A. Vilgis","Field - Driven Translocation of Regular Block Copolymers through a
  Selective Liquid - Liquid Interface","20 pages, 10 figures","Macromolecules 39, 7115 - 7124 (2006)","10.1021/ma060920n",,"cond-mat.soft cond-mat.stat-mech",,"  We propose a simple scaling theory describing the variation of the mean first
passage time (MFPT) $\tau(N,M)$ of a regular block copolymer of chain length
$N$ and block size $M$ which is dragged through a selective liquid-liquid
interface by an external field $B$. The theory predicts a non-Arrhenian $\tau$
vs. $B$ relationship which depends strongly on the size of the blocks, $M$, and
rather weakly on the total polymer length, $N$. The overall behavior is
strongly influenced by the degree of selectivity between the two solvents
$\chi$.
  The variation of $\tau(N,M)$ with $N$ and $M$ in the regimes of weak and
strong selectivity of the interface is also studied by means of computer
simulations using a dynamic Monte Carlo coarse-grained model. Good qualitative
agreement with theoretical predictions is found. The MFPT distribution is found
to be well described by a $\Gamma$ - distribution. Transition dynamics of ring-
and telechelic polymers is also examined and compared to that of the linear
chains.
  The strong sensitivity of the ``capture'' time $\tau(N,M)$ with respect to
block length $M$ suggests a possible application as a new type of
chromatography designed to separate and purify complex mixtures with different
block sizes of the individual macromolecules.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:25:22 GMT""}]","2009-11-11"
"cond-mat/0610434","Xudong Luo","Huanyang Chen, Xudong Luo and Hongru Ma","Scattering of elastic waves by elastic spheres in a NaCl-type phononic
  crystal","15 pages, 6 figures","Physical Review B 75, 024306, 2007","10.1103/PhysRevB.75.024306",,"cond-mat.mtrl-sci",,"  Based on the formalism developed by Psarobas et al [Phys. Rev. B 62,
278(2000)], which using the multiple scattering theory to calculate properties
of simple phononic crystals, we propose a very simple method to study the
NaCl-type phononic crystal. The NaCl-type phononic crystal consists of two
kinds of non-overlapping elastic spheres with different mass densities,
$L\acute{a}me$ coefficients and radius following the same periodicity of the
ions in the real NaCl crystal. We focus on the (001) surface, and view the
crystal as a sequence of planes of spheres, each plane of spheres has identical
2D periodicity. We obtained the complex band structure of the infinite crystal
associated with this plane, and also calculated the transmission, reflection
and absorption coefficients for an elastic wave (longitudinal or transverse)
incident, at any angle, on a slab of the crystal of finite thickness.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:40:40 GMT""},{""version"":""v2"",""created"":""Tue, 12 Jun 2007 07:28:17 GMT""}]","2007-06-12"
"cond-mat/0610435","Junpeng Cao","Junpeng Cao, Yuzhu Jiang, Yupeng Wang","Paired state in an integrable spin-1 boson model","6 pages, 1 figure, Revised version","Europhys. Lett. 79, 30005 (2007)","10.1209/0295-5075/79/30005",,"cond-mat.str-el",,"  An exactly solvable model describing the low density limit of the spin-1
bosons in a one-dimensional optical lattice is proposed. The exact Bethe ansatz
solution shows that the low energy physics of this system is described by a
quantum liquid of spin singlet bound pairs. Motivated by the exact results, a
mean-field approach to the corresponding three-dimensional system is carried
out. Condensation of singlet pairs and coexistence with ordinary Bose-Einstein
condensation are predicted.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:10:53 GMT""},{""version"":""v2"",""created"":""Wed, 28 Nov 2007 02:33:33 GMT""}]","2009-11-11"
"cond-mat/0610436","Robert Seguin","R. Seguin, A. Schliwa, S. Rodt, K. P\""otschke, U. W. Pohl, and D.
  Bimberg","Size-dependent fine-structure splitting in self-organized InAs/GaAs
  quantum dots","5 pages, 5 figures","Phys. Rev. Lett. 95, 257402 (2005)","10.1103/PhysRevLett.95.257402",,"cond-mat.mtrl-sci",,"  A systematic variation of the exciton fine-structure splitting with quantum
dot size in single InAs/GaAs quantum dots grown by metal-organic chemical vapor
deposition is observed. The splitting increases from -80 to as much as 520
$\mu$eV with quantum dot size. A change of sign is reported for small quantum
dots. Model calculations within the framework of eight-band k.p theory and the
configuration interaction method were performed. Different sources for the
fine-structure splitting are discussed, and piezoelectricity is pinpointed as
the only effect reproducing the observed trend.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:19:12 GMT""}]","2007-05-23"
"cs/0610095","Omer Gim\'enez Mr.","Omer Gim\'enez","Solving planning domains with polytree causal graphs is NP-complete",,,,,"cs.AI cs.CC",,"  We show that solving planning domains on binary variables with polytree
causal graph is \NP-complete. This is in contrast to a polynomial-time
algorithm of Domshlak and Brafman that solves these planning domains for
polytree causal graphs of bounded indegree.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 06:18:44 GMT""}]","2007-05-23"
"cs/0610096","Sandrine Blazy","Sandrine Blazy (CEDRIC)","Partial Evaluation for Program Comprehension",,"Dans ACM Computing Surveys, Symposium on partial evaluation 30, 3
  es (1998)",,,"cs.SE",,"  Program comprehension is the most tedious and time consuming task of software
maintenance, an important phase of the software life cycle. This is
particularly true while maintaining scientific application programs that have
been written in Fortran for decades and that are still vital in various domains
even though more modern languages are used to implement their user interfaces.
Very often, programs have evolved as their application domains increase
continually and have become very complex due to extensive modifications. This
generality in programs is implemented by input variables whose value does not
vary in the context of a given application. Thus, it is very interesting for
the maintainer to propagate such information, that is to obtain a simplified
program, which behaves like the initial one when used according to the
restriction. We have adapted partial evaluation for program comprehension. Our
partial evaluator performs mainly two tasks: constant propagation and
statements simplification. It includes an interprocedural alias analysis. As
our aim is program comprehension rather than optimization, there are two main
differences with classical partial evaluation. We do not change the original
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:05:05 GMT""}]","2007-05-23"
"cs/0610097","Sandrine Blazy","Sandrine Blazy (CEDRIC), Fr\'ed\'eric Gervais (CEDRIC), R\'egine
  Laleau (CEDRIC)","Reuse of Specification Patterns with the B Method",,"Dans ZB 2003: Formal Specification and Development in Z and B,
  2651 (2003) 40-57",,,"cs.SE",,"  This paper describes an approach for reusing specification patterns.
Specification patterns are design patterns that are expressed in a formal
specification language. Reusing a specification pattern means instantiating it
or composing it with other specification patterns. Three levels of composition
are defined: juxtaposition, composition with inter-patterns links and
unification. This paper shows through examples how to define specification
patterns in B, how to reuse them directly in B, and also how to reuse the
proofs associated with specification patterns.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:07:14 GMT""}]","2016-08-16"
"cs/0610098","Joseph Y. Halpern","Joseph Y. Halpern and Yoram Moses","Characterizing Solution Concepts in Games Using Knowledge-Based Programs","To appear, IJCAI 2007",,,,"cs.GT cs.DC cs.MA",,"  We show how solution concepts in games such as Nash equilibrium, correlated
equilibrium, rationalizability, and sequential equilibrium can be given a
uniform definition in terms of \emph{knowledge-based programs}. Intuitively,
all solution concepts are implementations of two knowledge-based programs, one
appropriate for games represented in normal form, the other for games
represented in extensive form. These knowledge-based programs can be viewed as
embodying rationality. The representation works even if (a) information sets do
not capture an agent's knowledge, (b) uncertainty is not represented by
probability, or (c) the underlying game is not common knowledge.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 13:00:33 GMT""}]","2007-05-23"
"gr-qc/0610077","Zhao Ren","Zhao Ren, Li Huaifan, Zhang Shengli","Quantum spectrum and statistic entropy of black hole","7 pages",,,,"gr-qc",,"  Taking the horizon surface of the black hole as a compact membrane and
solving the oscillation equation of this membrane by Klein-Gordon equation, we
derive the frequencies of oscillation modes of the horizon surface, which are
proportional to the radiation temperature of the black hole. However, the
frequencies of oscillation modes are not equidistant. Using the distribution of
obtained frequencies of oscillation mode we compute the statistic entropy of
the black hole and obtain that the statistic entropy of the black hole is
proportional to the area of the horizon. Therefore, it is proven that the
quantum statistic entropy of the black hole is consistent with
Bekenstein-Hawking entropy.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 01:36:26 GMT""}]","2007-05-23"
"gr-qc/0610078","Gamal Nashed G.L.","Gamal G.L. Nashed and Mohamed M. Mourad","Energy and Momentum of a Stationary Beam of Light in the New General
  Relativity","10 pages Latex","Nuovo Cim.B120:1307-1312,2005","10.1393/ncb/i2005-10169-1",,"gr-qc",,"  We give an exact solution to the gravitational field in the new general
relativity. The solution creates Bonnor spacetime. This spacetime describes the
gravitational field of a stationary beam of light. The energy and momentum of
this solution is calculated using the energy-momentum complex given by
M{\o}ller in (1978) within the framework of the Weitzenb{\rm $\ddot{o}$}ck
spacetime.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:54:54 GMT""}]","2010-11-11"
"gr-qc/0610079","Frederic Henry-Couannier","Frederic Henry-Couannier","The Dark Side of Gravity",,"Global Journal of Science Frontier Research (A) Vol 13 Issue 3
  (2013) 1-53",,,"gr-qc astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Adopting a non geometrical point of view, we are led to an alternative theory
of the order two and symetric gravitational tensor field of GR. The field is no
more interpreted as the metric of our space-time. The true metric is globally
Minkowskian and describes a flat manifold, a context which justifies a genuine
rehabilitation of the global discrete space-time symetries involved in the
structure of the Lorentz group along with their 'problematic' representations:
the negative energy and tachyonic ones.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:48:28 GMT""},{""version"":""v10"",""created"":""Tue, 20 Feb 2007 17:46:25 GMT""},{""version"":""v11"",""created"":""Wed, 21 Feb 2007 07:15:04 GMT""},{""version"":""v12"",""created"":""Fri, 2 Mar 2007 09:26:41 GMT""},{""version"":""v13"",""created"":""Thu, 8 Mar 2007 22:03:43 GMT""},{""version"":""v14"",""created"":""Sun, 18 Mar 2007 18:05:42 GMT""},{""version"":""v15"",""created"":""Mon, 2 Apr 2007 16:33:16 GMT""},{""version"":""v16"",""created"":""Mon, 9 Apr 2007 08:35:09 GMT""},{""version"":""v17"",""created"":""Thu, 21 Jun 2007 15:15:43 GMT""},{""version"":""v18"",""created"":""Tue, 3 Jul 2007 18:54:42 GMT""},{""version"":""v19"",""created"":""Sun, 8 Jul 2007 17:09:34 GMT""},{""version"":""v2"",""created"":""Thu, 19 Oct 2006 11:19:53 GMT""},{""version"":""v20"",""created"":""Thu, 12 Jul 2007 16:11:31 GMT""},{""version"":""v21"",""created"":""Fri, 13 Jul 2007 14:09:40 GMT""},{""version"":""v22"",""created"":""Mon, 16 Jul 2007 09:03:34 GMT""},{""version"":""v23"",""created"":""Thu, 20 Sep 2007 09:25:06 GMT""},{""version"":""v24"",""created"":""Mon, 24 Sep 2007 08:52:32 GMT""},{""version"":""v25"",""created"":""Mon, 1 Oct 2007 09:33:20 GMT""},{""version"":""v26"",""created"":""Fri, 4 Jan 2008 13:04:57 GMT""},{""version"":""v27"",""created"":""Sat, 5 Jan 2008 19:12:51 GMT""},{""version"":""v28"",""created"":""Sat, 9 Feb 2008 14:04:02 GMT""},{""version"":""v29"",""created"":""Wed, 13 Feb 2008 14:23:21 GMT""},{""version"":""v3"",""created"":""Fri, 27 Oct 2006 11:31:36 GMT""},{""version"":""v30"",""created"":""Mon, 26 May 2008 14:11:35 GMT""},{""version"":""v31"",""created"":""Tue, 10 Jun 2008 10:56:16 GMT""},{""version"":""v32"",""created"":""Sat, 14 Jun 2008 17:27:37 GMT""},{""version"":""v33"",""created"":""Mon, 16 Jun 2008 20:00:57 GMT""},{""version"":""v34"",""created"":""Fri, 25 Jul 2008 19:24:44 GMT""},{""version"":""v35"",""created"":""Thu, 16 Oct 2008 14:38:06 GMT""},{""version"":""v36"",""created"":""Fri, 24 Oct 2008 10:11:31 GMT""},{""version"":""v37"",""created"":""Thu, 29 Jan 2009 19:28:31 GMT""},{""version"":""v38"",""created"":""Mon, 13 Apr 2009 13:36:14 GMT""},{""version"":""v39"",""created"":""Thu, 23 Apr 2009 18:37:21 GMT""},{""version"":""v4"",""created"":""Tue, 14 Nov 2006 09:39:01 GMT""},{""version"":""v40"",""created"":""Mon, 1 Jun 2009 15:06:57 GMT""},{""version"":""v41"",""created"":""Sat, 6 Jun 2009 19:09:17 GMT""},{""version"":""v42"",""created"":""Fri, 3 Jul 2009 07:39:40 GMT""},{""version"":""v43"",""created"":""Sat, 5 Sep 2009 10:55:00 GMT""},{""version"":""v44"",""created"":""Thu, 10 Sep 2009 15:47:12 GMT""},{""version"":""v45"",""created"":""Thu, 24 Sep 2009 16:37:20 GMT""},{""version"":""v46"",""created"":""Sun, 27 Sep 2009 14:17:02 GMT""},{""version"":""v47"",""created"":""Thu, 24 Dec 2009 10:41:57 GMT""},{""version"":""v48"",""created"":""Tue, 12 Jan 2010 10:54:10 GMT""},{""version"":""v49"",""created"":""Sat, 6 Mar 2010 10:46:01 GMT""},{""version"":""v5"",""created"":""Thu, 16 Nov 2006 18:20:39 GMT""},{""version"":""v50"",""created"":""Sat, 27 Mar 2010 07:34:47 GMT""},{""version"":""v51"",""created"":""Thu, 8 Apr 2010 13:33:23 GMT""},{""version"":""v52"",""created"":""Sat, 17 Apr 2010 11:09:51 GMT""},{""version"":""v53"",""created"":""Sun, 2 May 2010 16:18:02 GMT""},{""version"":""v54"",""created"":""Wed, 2 Jun 2010 08:34:34 GMT""},{""version"":""v55"",""created"":""Thu, 3 Jun 2010 09:48:11 GMT""},{""version"":""v56"",""created"":""Thu, 6 Dec 2012 00:40:15 GMT""},{""version"":""v57"",""created"":""Sun, 16 Dec 2012 12:32:20 GMT""},{""version"":""v58"",""created"":""Mon, 31 Dec 2012 15:55:27 GMT""},{""version"":""v59"",""created"":""Thu, 10 Jan 2013 13:18:25 GMT""},{""version"":""v6"",""created"":""Thu, 23 Nov 2006 11:43:44 GMT""},{""version"":""v60"",""created"":""Sun, 27 Jan 2013 15:08:12 GMT""},{""version"":""v61"",""created"":""Tue, 12 Feb 2013 11:47:46 GMT""},{""version"":""v7"",""created"":""Mon, 27 Nov 2006 14:05:51 GMT""},{""version"":""v8"",""created"":""Sat, 6 Jan 2007 10:06:06 GMT""},{""version"":""v9"",""created"":""Sun, 18 Feb 2007 09:12:57 GMT""}]","2013-04-26"
